,summarization
1547,It is good city hotel tucked in the shopping area of karol bagh. Restaurant is 100% vegetarian but good. The hotel is close to all basic necessities and the metro rail station.
1548,Good room/laundry service Execllent restuarant Excellent service through-out the stay. Booked the hotel online after reading tripadvisor reviews.
1549,Karol Bagh is a little nicer if you want a bit more of a calm location. Rooms as small but clean and have everything you need. Staff are helpful and no problems with anything there. Would recommend staying in Paharaganj though if travelling from New Delhi train station next day.
1550,"booked the hotel online via expedia after reading tripadvisor reviews, process was quite simple and painless. requested a king bed, but instead got two tiny twins. aircon was right over both of the beds like 2 feet next to one, which made it impossible to actually use while in either bed. room was right next to elevator and apparently the kitchen, as all i heard all night was the ruckus of the elevator and the kitchen staff washing dishes."
1551,"Hotel swati is in an amazing location in the heart of Delhi. The room rate we paid got us a room with beds and clean sheets. We hired a driver from the hotel to take us to the taj mahal. He picked up a guide who was pushy, and then proceeded to do a very subtle tourist trap routine."
1552,"For around $50 a night you get very good food, helpful service, and above adequate (clean) room facilities. The reason I started staying here is purely because I frequnted the hotel's Gujarati/Rajastani restaurant so often when I was in Delhi, it just made sense to stay in the hotel itself."
1553,"A/C, large bathroom &amp; shower, cable TV, refrigerator, and a sitting area in the room. Staff was very accomodating and arranged a cab for us to the airport at 0130 am."
1554,"Cable TV, free wi-fi, in-room safe (very rare for India), aircon, balcony (albeit onto a noisy side street), reliable hot water, complimentary bottled water (with the seals intact!), tea &amp; coffee making kit, nibbles, comfortable bed, complimentary morning newspaper, and free breakfast. Situated down a side street in the middle of Karol Bagh, a large bustling market and shopping precinct."
1555,"Hotel Swati is located in Karol Bagh, New Delhi. The meals are all thali style with no sharing. The staff can be indifferent if you have a special request."
1556,I stayed here at the beginning and end of an adventure travel type tour down the Ganges. First room I stayed in had blood on the sheets and when I removed the sheets couldsee the mattress was crawling with bed bugs. Went to have a shower but shower head blew off into the side of my face.
1557,"Hotel Swati is located in Karol Bagh, a busy area of Delhi. Staff are friendly and helpful but not overbearing like in some places."
1558,"Hotel is located in Karol Bagh, a few minutes from the airport. Restuarant has regional vegetarian thali's and a good buffet."
1559,"Staff begin work at 5am, opening and closing doors, talking, dragging chairs and tables etc. Nearby room had its bathroom just behind our heads - heard every opening of water, shower etc."
1560,"i had booked over the net into a another hotel that did not meet my expectations, so i walked around Karol Bagh and came across Swathi - immediately got my attention, clean lobby, profesional staff and very helpfull. I had a delightful stay and were very pleased with the hotel staff. Good manager, front desk staff... infact all the staff were polite, helpfull and well trained...Kuddos to them ..made my stay greattt."
1561,We stayed at the Swati Deluxe at both the start and end of an Intrepid tour. We found the location to be very good - close a metro station. The highlight for us was the vegetarian food court next door.
1562,The Swati Deluxe Hotel is located in the middle of Karol Bagh. The complimentary breakfast and the attendants serving it are very professional. Car parking is and bus parking facility is also their.
1563,"I liked the location. Close to the Metro Station, Restaurants. But the hotel can get its act together for Cleanliness and Service."
1564,"I had a good stay here. Of course, I got upgraded to a suite and hence could not experience the regular rooms. My bill also came about 9,000 lesser than my last stay in Delhi. I will stay in this place for my future travel as long as they extend the same facilities – discounts etc."
1565,This hotel is located near to a metro and there are alot of similar hotel with same pricing nearby. Please bear in mind that the hotel will charges 22.5% of taxes for the price shown on the pamphlet.
1566,"There are a multitude of mid-range hotels in Delhi and the Swati Deluxe is a good choice. The rooms are clean and they provided towels each day. The attached restaurant has very good selections for breakfast, lunch and dinner."
1567,"Our first night in India, the hotel gave us a fruit basket which consisted of an apple and a banana. We left it on our TV stand and during the night I could hear gnawing sounds! I thought it was my mind playing tricks on me, but in the morning we saw that the apple was half eaten!"
1568,"The hotel was well located, near restaurants and shopping. The room was quite dirty, with hairs all in the rumpled sheets and trash still in the trash can. Also we felt like the staff were not very helpful when we raised our concerns that the room not being clean."
1569,The rooms are clean and comfortable with decent hot water. Room service and a telephone is available in all rooms. The hotel is a hub for Intrepid tours and so is a good place to meet like-minded travellers.
1570,"Swati Deluxe is a very well located hotel, in the market center of Karol Bagh. It's not very expensive, and the rooms are okay, clean at least, with western facilities. You can make arrangements for transportation with the hotel directly, but there is a subway station close."
1571,"Very good service, big clean rooms, food ok, free breakfast. The only downside is the price but Delhi is expensive anyway. The hotel is located on the banks of the Yamuna River."
1572,"The hotel is located down a dark and dirty alley off the cycle market in Old Delhi. There is a full-time security guard at the door, though we didn't feel unsafe. The hotel does not serve alcohol, but they will send someone out to get beers for you. The food was decent and reasonably priced."
1573,"This place is like only for backpakers, not for family with young teenage children. The people in the street near hotel pass bad comment on women and girls."
1574,"Hotel is situated in the old Delhi, meaning if you like to be in a quiet neighborhoud, forget about it. However the hotel is in a small street and rooms are quiet."
1575,"I visit Delhi every year to help with a small charity called 'Butterflieschildrights' and have stayed in several hotels. This is by far the very best place I have ever stayed in. It is clean, friendly and the food is really good. I am a female of 65 years and feel really safe."
1576,"It’s a new hotel but not was built &amp; maintained. Furniture is good, rooms are small sized, bathroom tiles are dirty. Ok hotel but needs thorough cleaning and funigation."
1577,Had booked this hotel on the internet. We were a bit doubtful when we arrived in the dark. But once inside we found a very helpfu staff and travel bureau.
1578,This hotel is a real find. And in the middle of the noise and madness of old Delhi. Some fine restaurants in the area were recommended. The attached travel agency was oneof the best I have found in a long time.
1579,Has a free pick up from the airport/kamikaze driver from the paradise of India (Kashmir) A must for anyone wanting to expereince the real India at first hand.
1580,"Spent one day with my family here on arrival to India. They had a driver waiting at the airport. Very efficient, personable service, great rooms. Tremendous views of the old city from the rooftop."
1581,A fab place to stay in Delhi - dont miss it the best bit is the wonderful welcoming staff. The roof top is a must and if you like a beer the staff will bring you a table and chair to sit and admire the view.
1582,Stayed for 2 nights with my girl friend and surrounding place is very crowded and noisy. Lot of poor people baggers in the area and irritate you to heights.
1583,"The path leading up to Hotel Tara Palace looked shady, but since it was late at night I thought its better to have a room to stay in as opposed to looking for one in the dead of night. Another smart decision was consulting the in-house travel agent – Rameez who tailor made a tour for me."
1584,"The rooms are basic, but adequate but ours lacked a window which meant it was very quiet but certainly not a room you would want to spend alot of time in. The food is good homemade cooking (the sort your mum would make if you have a Punjabi mum!)"
1585,"It was my first time in india and i decided to go Old Delhi myself and i chose this Hotel Tara Palce and i don't regret my decision as i was a single girl they gave me a family atmosphere and i felt so comfortable and safe. Staff great, Special RAMEEZ helped me with some other travel isues...Deffinatly will be back again."
1586,"We booked a trip with Rameez and he was very helpful but i would suggest to anyone to make sure you confirm everythinhg with him and ask lots of questions. They tend to make lots of excuses and pass the buck, so confirm confirm confirm!!!!! The hotel that was booked in Varinassi was too far away from the Ghats, because you were out of the town you were at the mercy of the travel agent who works for this company."
1587,"The Tara Palace is a great little hotel! The staff is friendly and helpful, the rooms are clean and large. Breakfast is included and I recommend the Indian breakfast of parrathas. The location is in the middle of Old Delhi, not on the normal tourist trail."
1588,Location down a little side street may seem quite intmidating but I found this was not the case at no time did I feel at risk. What is special is that not only can you see Red Fort and other sites from roof but the atmosphere of the area.
1589,"Nice and cheap hotel. The rooms are clean and you're just in the middle of old town, not so far from metro line. We stayed there 3 nights, avoid the room near the kitchen because they're always at work."
1590,"The hotel is clean, the staff efficient and helpful. The location of the hotel could appear at the first glance not very safe. But we felt safer wondering on foot there than in Paharganj."
1591,"Very clean rooms, confortable after a crazy day on the streets of old Delhi, very quiet, nice and allways available staff. Great food, we could say it was one of the best food we ate in India. Great value for price."
1592,"Hotel is located in the middle of old Delhi, in walking distance to the Red fort, the big mosque, and the NDLS and DLI railway stations. The restaurant has excellent food, maybe the best food we ate in India, available 24h a day!"
1593,"Front desk staff were outstanding, they were friendly, helpful and nothing was too much trouble. All our special requests had been arranged prior to arrival. The rooms were very clean and well appointed and security was very high on their list of priorities."
1594,This hotel was our first stop in India on a month backpacking trip. It was nice to have the pick up from the airport and the security of knowing someone was waiting for us when our flight arrived at night. Everyone in the hotel was helpful and we could literally order great food at any hour of the day.
1595,"Hotel Tara Palace is the cheapest hotel in it's class that I could find. Very neat and tidy rooms with good airconditioning. Free airport pick-up. Complimentary breakfast (Not great, but acceptable) Room service menu at very cheap prices. 15 minutes complimentary internet usage downstairs. Elevator to all floors."
1596,"Hotel Tara Palace had high marks from most readers on this score *and* it was reasonably priced. The con that most of these readers had to say was that it was hard to find as it was down a narrow alley way in the old part of town. We found the room to be spacious, the bedsheets and towels and the bathroom to be clean and bright."
1597,"I managed to find Tara Palace after a lot of wrong turns! But it was totally worth it! The alley leading up to the hotel is totally sketchy, but once you walk it a few times its fine! My room was pretty basic, and the overall service was decent. I am satisfied and will be coming back to Tara Palace!"
1598,"I warmly recommend the place to people who want to be in Old Delhi with security and comfort. You feel at home, all the staff is very friendly and the manager keeps to his word. We were supposed to stay 3 days and felt so much at ease that we remained till the end of our stay in Delhi."
1599,Hotel Tara Palace is a peaceful oasis of friendly faces. Rameez Badyari is a polite and knowledgeable young man who manned their travel desk. I heartily recommend staying at Tara Palace.
1600,"Tara Palace is located in an alleyway near the Jama Masjid mosque and the Red Fort. The hotel was reasonably priced and clean, the staff were helpful and the food was good."
1601,"I stayed here twice, the first time was planned and the second was because I wanted to see more of Old Delhi. The food was as good as any I tasted on my trip and the waiters were great guys. The front of house team were also first class - you can trust their travel desk."
1602,"Hotel was out of the way, in Old Delhi. continental breakfast was adequate, but the resteraunt serves vegetarian only. Don't expect much nightlife around. But it is good as a base to see the cities landmarks."
1603,"First time to Delhi, so many surprises upon arrival. Clean, quiet, good breakfast (included), nice shower, great rooftop view."
1604,Tara Palace is situated in the &quot;old cycle market. The hotel must mitigate an insect problem with moth balls as the bathroom's sink and floor drain had a couple a piece. The rooms had functioning air conditioners and ceiling fans which only work with the key inserted in the wall.
1605,"We stayed at the Hotel Tara Palace on the first night of our 3 week holiday touring India. Old Delhi was a real shock to the senses for me... perhaps I was a little naive. The staff were helpful and courtious, and our room was large."
1606,"probably as good as you will find in the chaotic centre of old delhi. All the facilities are clean,the rooms bright with adequate facilities the restaurant is fine the staff helpful. the price is a bargain for this standard of accom all in all a no brainer."
1607,Location is great for the Red Fort and in the midst of Old Delhi. Take advantage of the complimentary airport pickup - it's good to have a driver who knows how to find the hotel.
1608,Location is tough in general (old Delhi) but the hotel certainly stands out as an oasis. Pretty close to the subway and Red Fort... might want try to avoid walking around in the early morning though.
1609,"The hotel was pretty average and the walls were pretty thin. The alleyway was a little scary coming in late at night, but was much less so in the day light. The breakfast that was included wasn't bad, either!"
1610,They have the tv blasting 24 hours a day downstairs at reception and you can hear it in the rooms. The other annoying thing is the lift buzzer. They did arrange an airport pickup which was good.
1611,"Hotel Tara Palace was a decent cheap hotel, right in the heart of old Delhi and very close to the Red Fort and Jama Masjid. Staff at the desk were friendly enough but very pushy and reminded us of used car salesmen."
1612,"I stayed here for a week in October, 2008. Pre-paid airport pickup was prompt and as promised. The hotel room was very clean. The included breakfasts were solid. The desk staff was excellent."
1613,"For our first night in Delhi we chose this hotel after reading reviews and comparing different sites. We were so happy that we chose it again later on our journey, I do recomment to stay here- it is a pity that is not recommended on the guides."
1614,"The staff at the hotel were very nice and willing to help us plan our trip and get us taxi's. The room was clean and quiet and the room service was decent. As far as location goes, it is walking distance to the red fort and transportation is easy in Delhi."
1615,Hotel was clean. Rooms were made every day and soap/shampoo was replaced most days. Near the Red Fort and Chawni Chowk metro.
1616,"Clean hotel, good service depending with who you're talking, but in a sketchy location. Not too safe during the night if you wanna go out."
1617,"Great Location - 5 minute walk to Red Fort, subway station, McDonalds, and ATMsVery helpful front deskQuiet insideNice construction for the price (white marble floors, etc.)Good free breakfast included (proper breakfast, not muffins and juice boxes)"
1618,The hotel is clean and comfortable and the staff are lovely. It's located in a small alley in the back of Old Delhi which may be a bit overwhelmng for a first-time visitor. Note that their booking confirmation forms have no address or phone number on them so write them down separately!
1619,"Hotel is new with spotlessly clean, spacious rooms and comfortable beds. Staff were exceptionally friendly, they bent over backwards to assist. Internet is available in rooms if you have a PC and the room and laundry service was good."
1620,"I arrived at by myself at night., and as a female was a little apprehensive. I was given excellent, friendly warm service. The rooms were clean and neat. The restaurant served tasty food and nothing was too much trouble. The rooftop terrace provide excellent views over the Red Fort."
1621,Tara Palace was our first hotel in India and it was with some trepidation that we got off our coach in Old Delhi. The facade was not impressive - far from it; but the warmth began as soon as we walked in the door.
1622,"The hotel is right across from the Red Fort and very close to some of the other sights, but don't expect to be able to wander around past sundown. The key thing for us was that it was clean. If your taxi driver insists on calling ahead to confirm your reservations, it is a scam."
1623,"Hotel was clean, with an impressive lobby,although the room was smallish, but had all the facilities there. Red Fort, Raj Ghat, Gurudwara Sheesh Ganj and many other places of Old Delhi are at walking distance form the hotel."
1624,"This hotel was clean, however the experience of this hotel due to its location and the hotel staff was awful. This area of old delhi is massively crowded with men who stared with contemptuous disdain or who agressively hassled us for custom/tours you name it. If this is your first night in India after a long flight I'd recommend you stay in Connaught place or central Delhi."
1625,I stayed there in Jan'08 for a about 3 days after my marriage and before my Honeymoon in Goa. Room was clean and room service prompt. The size of room was quite good and bathroom was very clean and spacious too.
1626,"over priced - US$144 twin room with an extra bed. decent food ,both western and local. wifi is okay ,costly INR 200 per hour."
1627,"Hotel Vikram offers all the facilites you want. They are though a ona littl eexpensive side. Teh locations doe not have any major scenic locale, no views etc."
1628,"I had stayed there for one night and had some good sleep. It costs me around USD100, include breakfast, so quite good value. Very clean but it has no air con in the washroom and it is very hot this time round."
1629,"The Vikram Hotel is in 10 min drive to the Lotus Temple. Hotel personnel was polite and friendly, rooms were surprisingly clean. Restaurant food and service. Kingfisher beer is the best!"
1630,A decent and reasonably priced hotel in Delhi. Value for the money and the hotel is kept clean and maintained well. The staff are very cooperative and helpful.
1631,"Hotel Vikram was recommended by the travel agent and visited it before confirming the booking. The rooms are very clean, freshly done up and comfortable. Choose a carpeted room especially in winters as the rates are the same."
1632,"My friend told me about this hotel, it is value for money in everyway.Quality of food is also vey good infact I had the best Indian food here.Staff is very helpful and best part is location its right next to all the bars, shopping and also work places."
1633,"The staff was quick with check-in, but the floor lobbies &amp; rooms had old carpet, which smelled stale and bad. The restaurant was decorated well which made it pleasing to the eye. The food on the a la carte menu was one of the hotel’s stronger points. Wouldn't recommend or stay here again."
1634,"The hotel has an Indian doorman, complete with giant moustache and turban. Metal detectors were installed at the entrance, but don't work. The room was adequate though the immovable shower head was annoyingly weak."
1635,"The hotel is located near the hospital I was intending to visit, near Nehru Place. The hotel has a small restaurant, there are taxis available, and the hotel itself is no beter or worse than your average US economy hotel. I would stay this is a fine hotel for a budget tourist trip, but I wouldn't stay here on business."
1636,"Hotel Vikram is a 2-star hotel in Delhi, India. The rooms do not have ironing boards or an iron, so you have to dial room service to get one every morning. Every room has wireless Internet, but the connection is quite slow. The hotel has a Tourist desk that can arrange tours to Taj Mahal."
1637,"My family stayed at the Vikram at the end of October 2007 for 10 days. We negotiated Rs 10,000 per night for a luxury room including 2 extra beds and breakfast. In all honesty we have to say it equalled the 5* hotel we previously stayed in if you are a tourist."
1638,Hotel has its own common gardens and the market is mightily impressive. The snacks in the bar are terrific (try the chili chicken) and it's a great place for a quiet beer.
1639,"Front-desk staff was very unfriendly and very unhelpful. Location is not ideal, about a 30min drive by tuk-tuk to Connaught Place."
1640,"Hotel is situated in Lajpat Nagar, just off the Ring Road which is the main arterial road of Delhi. The lobby is bit on the smaller side but adequate seating is available for it's size."
1641,"Hotel Vikram in Lajpat Nagar is close to the Lotus Temple and other sites. It's clean, nice, and friendly, and not too far from the airport (always depending on traffic)"
1642,Hot water was temperamental and twice I had to take a cold shower. Hotel bar was small and pokey but the drinks and snacks were well priced. Check in was efficient but not very friendly.
1643,"Room was clean and comfortable enough, but bathroom window had no screen and was covered by some sort of tarp from the outside. Neighborhood is not nice, not a place to be walking around. Service was adequate."
1644,"Although rated as 4-star in India, this was definitely not a 4- star hotel. Plenty of hot running water (which leaked through the standup shower door onto the entire bathroom floor), but bed mattresses were old &amp; lumpy. Wouldn't recommend or stay here again."
1645,"Hotel Vikram is one of the best hotels in the city. Rooms are spotless and comfortable, shower and bathroom extraordinarily clean. Service was impeccable, from the front desk to the travel desk and hotel drivers."
1646,Hotel WELCOME PALACE is a PATHETIC HOTEL..mR miglani owner of this hotel is a cheat..All commitments are false.
1647,"When we arrived, weary from our flight and ordeal with customs around 3 am. We knew to expect to bargue for everything, but nothing would prepare us for this place. We ended up just splurging and staying at the Intercontinental! Much more expensive, but after this ordeal, the cleanliness and courtesy were worth the high price."
1648,Was there in late evening. Our Id was asked at the hotel and then transfered to room after check in. Next day on asking hotel for sightseeing hotel arranged it for 3 days. Delhi Sight Seeing/ Agra same day tour &amp; shimla 2 days.
1649,"The first room we were in was very dirty, had holes in the wall, and no windows! After inspecting the room further we found rat droppings on the nightstand and on the floor. The management also changed our rates upon checking out."
1650,"I join the opinion of the others - it was a horrible experience. Staff was sooo rude! They also had organised airport transportation for us even though we didn't even talk abt that with them. The rooms were horrible soo dirty and disgusting, + only cold water etc."
1651,"We stayed in this hotel for most of the time and had the worst experience there! When we first checked in, we asked for the exact pricing of the rooms and cabs etc... so that we don't get conned later on. The rooms are very badly maintained with no hot showers and badly done electrical installation."
1652,"Don't be fooled by the name of the Hotel... You would neither be welcomed properly... nor it is a Palace whatsoever... In fact, it's the total opposite... The rooms are among the worsts I've ever seen... The electric wiring seems so dangerous, just mere connections between wires... Beware, you could be electrified! The hot showers were never hot... even if you asked them to put the roof boiler on... I wonder if the bedsheets, glasses, bathroom are ever really cleaned..."
1653,"The rooms were ok for 2 persons. However, having a hot shower is a problem. It was pure luck to sometimes have hot water and sometimes not."
1654,"We stayed in Hotel Welcome palace on the 25th-26th October 2007 and then, from 29th October till 1st November 2007. We asked the owner to give us a wake up call at 430 on the 26th and arrange for a cab @500. On the 29th, there was no cab waiting for us at the train station. We take a cab on our own, since none of the requests we had made earlier were not satisfied. Do NOT go by the manager's words, as he will findsome good excuse to charge you more."
1655,"Hotel Welcome Palace is located near Karol Bagh shopping area. Considerable traffic outside, so it can get noisy in the room. Bathroom is not well maintained, some fixtures are missing."
1656,"The Welcome palace hotel in Delhi is one of the most expensive hotels in the city. We stayed in a shoe box room, with no AC, no towels, and no loo roll. We were then expected to tip 3 bell boys who all jamp at the chance to grab our 2 rucksacks, to take up 1 flight of stairs to the room. This then continued for the rest of the stay, we would arrive back after a hot sweaty day of sightseeing, our room would not have been serviced, and after jumping in the shower, up to 4 knocks at the door till 9.30pm with porters bring various things. We have now moved to another hotel."
1657,"I stayed at Welcome Palace for three nights in May with my Wife and eighteen year old daughter. Staff was very friendlier,polite &amp; attentive. Food was of our high standard, service without fault. The rooms are extremely comfortable, with great views."
1658,"The hotel is basic and as a one time Peace Corps volunteer, I found it met all my needs. The main drawback was the location which was not familiar to many rickshaw or taxi drivers. The area was chaotic and noisy but the room was fairly quiet."
1659,We stayed here for 2 nights in April 2007. Generally the reception area was OK and the staff reasonably helpful. The sheets on the bed had already been slept in and there were some fairly unsavoury bugs in the bathroom. Breakfast was OK but took ages to come and you have to eat it in the lobby (which is where I saw the rat).
1660,"stayed at this amazing place called welcome palace.. where everything is easy to get food, travel nice executive suite,any help any time. this is in heart of city, good shoppin place around mc donalds, sravan bahvan all good food joints and food of welcome palace rocks.. .. was there for vacations after very long and i think had wonderful time... vacations was fun like never before. All the best to welcome palace and their vry vry helpful employees . keep it up...Mili"
1661,"The Welcome Palace Hotel is a five star hotel in Mumbai, India. The hotel is divided into two different segments. The rooms are spacious and the staff are friendly and helpful."
1662,if u wanna live in delhi close to the airport and closer to gurgaon then it is a good place to stay.comfortable rooms.
1663,"Customer service is bad and they have no proper manner, not up to the standard not a 4 star hotel. bathroom is really bad, very very small and dirty. food was bad. people in the hotel were bad and not friendly."
1664,"We stayed at this hotel for 2 nights waiting for transfer to Cochin and by our travelagents mistake 2 nights more on the way back to Sweden. The hotel are built like a echo chamber, every little noise from the rooms or the reception (phones, staff make dishes/cleaning middle of the nigth) go straight into your room. There was bad smell in our rooms, no windows and very dark inside."
1665,"The Westend Inn is a very basic hotel. It's generally clean, but make sure you get a renovated room on the side across from the pool. The wifi is a joke-it didn't work for the majority of the time we there. The food is pretty decent here and cheap."
1666,Very bad experience. Stay away. Hotel employees kept asking for tips and wouldn't leave the room until i've paid them. I called the hotel desk to arrange a taxi to the airport because i thought a hotel arranged taxi would be more trustworthy.
1667,Hotel is well maintained and staff are very courteous and helpful. The only downside is the location which is isolated from other facilities and involves an adventure in Delhi traffic.
1668,"Stayed here for one night en route back to the UK. Room was spacious, and the marble floor gave a sense of luxury. The bathroom was very poor, the walls had patches of mildew and the fittings were covered in limescale. The worst problem was the noise."
1669,The shower was made of three glass walls that joined with about an inch gap between them. Food at the restaurant was abysmal. I'm pretty sure there were fleas in the bed.
1670,"We stayed here because a travel agent booked us in saying it is a 4 star. Check in was pathetic, they always give a bad room first. They will change to better room after you complain."
1671,The hotel is not up to strong standards if you are looking for a four or five star hotel. The English language is a challenge for some of the staff. The property itself is not bad and has potential.
1672,I was transiting via Delhi and had to spend the night. The airport counter recommended this hotel and gave me a ride to the place. Noticed a party going on in one of the rooms with loud music and over 50 guests and called the front desk if they knew about a party and when it would end. The party went on till well over 2:00 AM.
1673,"very run down, dirty and mosquito ridden - don't believe the non-smoking policy. Front half of the attached building is collapsing, half demolished, looks like an earthquake zone. Buffet was disorganized but OK."
1674,"Hotel is next to a major highway, means constant traffic noise, and full 'perception' of hotel noises as well. Staff is at best strange, usually fully dismal. Receptionist not really speaking English."
1675,"There were mosquitos in the lobby and the entire place looked like it was falling apart. The towels were gray, there was no shower curtain, and I felt it necessary to shower in flip-flops."
1676,"The White House is a five-star hotel on the banks of the River Ganges in Northern India. The hotel is located in the heart of the city, but is also close to the city centre."
1677,"I would rate this hotel as average-good in terms of cleanliness &amp; food.Location is ok, and was good for access to Karol Bagh/Connaught Place during the day. As a lone travelling female did not feel overly safe in the evening."
1678,Website said they had Hotel pickup. I had to call to confirm and then they tried to charge me for it. Trip to national airport was double the usual cost. Rooms had peeling walls and some mold.
1679,Rooftop restaurant was quite enjoyable although slightly restricted menu-wise. The food was fresh though and the service friendly. Superb throughout.
1680,Stayed here for a week although went on a tour for 3 days. Had to haggle a price with a taxi to get me to the hotel at 2.00 in the morning. Don't change money in the hotel.
1681,"Hotel was booked for us through a tour group we used to organise a tour of India. Location-wise, it is not bad. Not far from the shopping district of Karol Bagh."
1682,I checked in this hotel with my daughter and wife on 30th April night for 3-days. The 1st thing which was very shoking to us was the condition of the bed. The bed sheets and pillow covers were full of stain and were of lowest quality. Breakfast is not at all worth for money. Staffs are not friendly.
1683,"We booked directly with the hotel in September 2006 for a one night stay in October. As we were staying four nights, we were offered two free pick ups from the airport. We provided our credit card details as security. When we arrived at the hotel we were asked to pay for the pickup. We asked for two club rooms and were given standard rooms and charged club prices."
1684,"Delhi can be very smelly, and quite dirty, the Hyatt is a welcome respite from it. There is a pool but I've never gone out to it, the air is to vile!"
1685,"The hotel has several restaurants (international, chinese, east Asian, Indian) as well as a beautiful bar with live music in the evenings. All the staff in every department of the hotel was extremely helpful and polite, always with a smile."
1686,"We stayed two nights here and I would first commend the service at this hotel. The staff were alert, attentive and courteous at all hours day and night. I dined at the Cafe and the Italian restaurant, and the quality of food was very good at both - the cafe in particular had a wonderful selection of breakfast items."
1687,"The hotel is what I would call a business class hotel, it offers a high level of service, but at a price! The room was nothing special, it did smell a bit musty, large television and decent channels. Overall we liked the hotel, but compared to others on the trip it was extremely expensive."
1688,"Great place to stay. Lobby is huge, three restaurants, a bar, a mini-golf course in the back, nice pool, very safe, rooms were huge and very comfortable."
1689,"I stayed in the executive floor for over two weeks, and can say that I had a great stay. My biggest complaint would have to be the internet. It was painfully slow, and the connection would drop far too much."
1690,"The Hyatt's website allows you to book all kinds of things through it, ranging from airport transportation, spa treatments to a restaurant table. I can really recommend the China Kitchen, it's an experience with friendly staff and in a lovely setting."
1691,Beautiful lux rooms to wash away the hectic Delhi circus. The buffet breakfast is one of the best I have had. Stay there.
1692,"The check-in process was not good. The carpets in the corridors and the furniture in the rooms were completely outworn. In one of the rooms, water was flowing from the walls."
1693,I have booked through Jet airways website under the Hotel booking section as it was offering competitive rather cheap rates in the club floor. The club lounge is basic and simple and attendants are always attentive and overly curious.
1694,"Probably the worst stay ever in any hotel in India, I arrived after a long flight from London in the afternoon and after the massage went stright to a meeting. When returned in the evening called the Reception to advice the Air conditioning is not working. The whole night the temp didnt go below 25degrees centrigrade. Housekeeping kept knocking the door at 9am asking it to be cleaned."
1695,"The services of Hotel is supreme, one of the best in Delhi for sure. Interiors, exteriors, all are royal with luxurious comfort."
1696,"My two daughters and I stayed on night at the Hyatt. The staff was very helpful, proffesional and courteous. Ambience and decor was perfect."
1697,A great atmosphare for business review with pure mental satisfaction at the end of the day.Foods &amp; Room were excellent.
1698,After a wonderful stay at the Le Meridien in Mumbai - I was expecting the same or more at the Hyatt in Delhi. The actual room itself was spacious and newly decorated....however after checking in - I noticed an ash tray...which explained the smell - as I'm a non smoker - I asked to change rooms - as the smell would not just disappear!!
1699,We Visited there for Dinner &amp; Stayed in one room for one Room also.......It was Excellent stay for our Friends. Management is too Co-operative. Cleanliness in Hotel is No. 1....
1700,The hotel is a perfect location if you have business meetings in the centre of New Delhi. The restaurants in the hotel are excellent and specially the Italian restaurant is outstanding.
1701,"best hotel i have ever been to, nice staff and nice service, everything was perfect. quality of food was also very good, such a delicious food i haven't eaten in my whole life. i liked the service most."
1702,Huge facade is one of the most recognizable structures of Delhi. Palatial lobby and extremely efficeint service. Standard Rooms though feel a bit cramped for space.
1703,Very well located business hotel. central and not far from the business districts and the airport. good service. the italian restaurant was exceptional.
1704,I had booked a standard room for a day when I travelled to Delhi for a meeting. Room was very clean and upto 5 star stds.Quite a selection of cuisines to offer both through room service as well as restaurants.
1705,The hotel is in the real sense a complete hotel. It has everything that a buisness traveller needs. Comfort level was too good and the staff were friendly enough to give you an unforgetable experience.
1706,I stayed here for a day for a business trip. As i expected rooms were luxurious with beautiful pool view. hotel provides excellent food. Hotel staff was very courteous and friendly.
1707,"Went to stay for 1 night for my Business purpose. There was NO Bathtub in the room!!!!!! On top of that, there was no cover for the Shower area, which left the whole bathroom wet."
1708,"When compared to the other Hyatt Regency in India, this ranks the worst. The room is smaller than the otherRegencies . This is my second stay in 8 days. My club room has a toilet that flushes badly."
1709,We took our children to India so that they know their heritage. Booked three rooms at Hyatt and from the time we arrived in lobby we were treated well beyond expectation. Rooms though smaller but beautiful and luxurious.
1710,"excellent five star hotel with notable ambience. overpriced, food good but highly overpriced. breakfast thopugh overpriced but worth that much."
1711,This was the only five star hotel that my husband and I stayed at while traveling around India. Everything is extemely clean and spotless throughout the hotel. The staff are very helpful and really seem like they care.
1712,The property location is great and so is the staff and hospitality. The Business Centre was good and services availalbe on time. Only thing to improves is the hotel decor .... it surely needs a makeover!
1713,It was a very pleasant stay at Hyatt during my cousin's wedding in January 2007. Hotel treated us very cordially. We were very happy to be there.
1714,"Hyatt, Delhi is a great property. The rooms are excellent, coffee shop where the B'fast is served in one of the best. Staff are very cordial, they have great membership programme as well."
1715,"The rooms are ofcourse good and that helps in getting up every day morning afresh. The hotel however has a good indian restaurant and when you are travelling to India after quite some time, you are happy with that."
1716,"My husband and I stayed at this beautiful hotel our first night in India. It was a lovely hotel, and was closer to the airport than the downtown hotels. Would highly recommend it."
1717,"Good modern and comfortable room . Great Bed , The Large LCD TV's are smartly placed . 100% recommended. Good modern andfortable room. Great bed, Great TV's. 100% recommend."
1718,"Wifi service goes on and off while you are being charged. Had to change over to broadband with the help of the staff. Room service - I ordered food at 10:30pm, I was told it will be served in 20 mins, it's now 12:24 am and still no food !! I was booked here for two more days, well i've just cancelled my stay here and moving myself to another hotel in delhi."
